14,10843,1
14,25827,1
14,60506,1
14,74329,1
14,97014,1
14,116385,1
14,142936,1
14,173812,1
14,198805,1
27,8584,1
27,17803,1
27,44247,1
27,53157,1
27,82779,1
27,97655,1
27,111796,1
27,127793,1
27,139507,1
27,153354,1
27,173722,1
27,193393,1
33,7477,1
33,20145,1
33,22429,1
33,41589,1
33,47560,1
33,62596,1
33,64493,1
33,83901,1
33,88279,1
33,104906,1
33,112954,1
33,120414,1
33,131584,1
33,145337,1
33,149129,1
33,159460,1
33,175586,1
33,183213,1
33,190393,1
42,21813,1
42,34761,1
42,51657,1
42,76353,1
42,104783,1
42,131283,1
42,144871,1
42,162954,1
42,195156,1
56,5752,1
56,39601,1
56,47548,1
56,75510,1
56,96216,1
56,111404,1
56,131354,1
56,143072,1
56,173731,1
56,181012,1
68,10016,1
68,28530,1
68,40048,1
68,71121,1
68,95376,1
68,106205,1
68,123040,1
68,143629,1
68,167245,1
68,199812,1
76,16061,1
76,26328,1
76,66234,1
76,82154,1
76,93501,1
76,123361,1
76,145979,1
76,162205,1
76,178649,1
82,1105,1
82,23651,1
82,46793,1
82,73415,1
82,98594,1
82,128881,1
82,152012,1
82,175337,1
82,179192,1
92,20352,1
92,38688,1
92,61402,1
92,69664,1
92,98501,1
92,123504,1
92,144980,1
92,166765,1
92,186434,1
106,64645,1
106,186984,1
116,17599,1
116,95552,1
116,133395,1
125,9576,1
125,27762,1
125,58544,1
125,74978,1
125,99018,1
125,114862,1
125,147512,1
125,155574,1
125,197944,1
139,13193,1
139,25750,1
139,63967,1
139,83674,1
139,95228,1
139,126355,1
139,137798,1
139,167365,1
139,188188,1
144,4687,1
144,52368,1
144,57826,1
144,94836,1
144,121646,1
144,160296,1
144,189380,1
159,7688,1
159,17012,1
159,30806,1
159,46307,1
159,59528,1
159,71455,1
159,95467,1
159,105088,1
159,114802,1
159,131184,1
159,150118,1
159,159188,1
159,176015,1
159,197811,1
167,38567,1
167,49999,1
167,82522,1
167,139132,1
167,197289,1
177,9298,1
177,18121,1
177,28770,1
177,33349,1
177,44826,1
177,52931,1
177,62791,1
177,75855,1
177,85458,1
177,95273,1
177,105912,1
177,112541,1
177,120554,1
177,130595,1
177,147746,1
177,159391,1
177,162794,1
177,172445,1
177,180788,1
177,198016,1
182,4405,1
182,47882,1
182,117917,1
182,147246,1
182,187087,1
191,24405,1
191,84839,1
191,142869,1
191,172459,1
203,2195,1
203,27485,1
203,32648,1
203,48504,1
203,60227,1
203,79113,1
203,91572,1
203,110688,1
203,127141,1
203,129987,1
203,154204,1
203,167334,1
203,180363,1
203,192184,1
217,1784,1
217,22471,1
217,45275,1
217,64751,1
217,86299,1
217,108544,1
217,138258,1
217,143286,1
217,160664,1
217,183073,1
228,17316,1
228,77354,1
228,187685,1
238,3440,1
238,40836,1
238,74726,1
238,80839,1
238,103605,1
238,129164,1
238,153917,1
238,185737,1
246,20609,1
246,56921,1
246,126077,1
246,185444,1
255,2759,1
255,10587,1
255,28208,1
255,31433,1
255,49378,1
255,58375,1
255,62227,1
255,77842,1
255,80787,1
255,92794,1
255,102648,1
255,113167,1
255,126093,1
255,135380,1
255,146969,1
255,158190,1
255,169836,1
255,178796,1
255,181128,1
255,195322,1
264,547,1
264,22622,1
264,34387,1
264,40830,1
264,52773,1
264,63413,1
264,74897,1
264,90205,1
264,102141,1
264,114211,1
264,125195,1
264,139034,1
264,148871,1
264,161665,1
264,168083,1
264,182637,1
264,188829,1
271,2175,1
271,31180,1
271,52724,1
271,64379,1
271,76946,1
271,107010,1
271,116483,1
271,131891,1
271,151717,1
271,167603,1
271,188197,1
285,13085,1
285,14076,1
285,39169,1
285,41220,1
285,66638,1
285,67254,1
285,88345,1
285,101499,1
285,119350,1
285,121754,1
285,138024,1
285,151560,1
285,167615,1
285,181786,1
285,196111,1
298,337,1
298,15176,1
298,23848,1
298,37323,1
298,49756,1
298,55042,1
298,64794,1
298,80440,1
298,84238,1
298,96771,1
298,113501,1
298,116420,1
298,126564,1
298,140171,1
298,149708,1
298,159970,1
298,175494,1
298,187837,1
298,192921,1
306,13104,1
306,50093,1
306,73983,1
306,97837,1
306,141945,1
306,155803,1
306,181571,1
312,56313,1
312,118841,1
321,9723,1
321,35070,1
321,58035,1
321,61527,1
321,93950,1
321,102419,1
321,133509,1
321,154815,1
321,174312,1
321,182427,1
339,10475,1
339,19614,1
339,37442,1
339,47093,1
339,64957,1
339,74204,1
339,86038,1
339,109461,1
339,122940,1
339,132613,1
339,150934,1
339,166943,1
339,177977,1
339,198774,1
342,15791,1
342,38015,1
342,45452,1
342,78501,1
342,81540,1
342,116407,1
342,136232,1
342,145476,1
342,163447,1
342,189856,1
350,3272,1
350,22241,1
350,34578,1
350,52805,1
350,65394,1
350,78412,1
350,81981,1
350,102469,1
350,107967,1
350,132368,1
350,133591,1
350,158582,1
350,169519,1
350,177011,1
350,195658,1
366,4187,1
366,13411,1
366,29201,1
366,42395,1
366,56975,1
366,75198,1
366,92537,1
366,96836,1
366,112136,1
366,132432,1
366,139043,1
366,150328,1
366,160347,1
366,179806,1
366,189909,1
374,164339,1
382,15667,1
382,26657,1
382,38294,1
382,65249,1
382,78477,1
382,99140,1
382,101317,1
382,122535,1
382,140132,1
382,163980,1
382,177819,1
382,196323,1
396,4641,1
396,22094,1
396,34232,1
396,47598,1
396,60281,1
396,78170,1
396,93639,1
396,106422,1
396,118392,1
396,138304,1
396,148408,1
396,160848,1
396,184574,1
396,198946,1
408,17764,1
408,56181,1
408,92839,1
408,113769,1
408,145077,1
408,199741,1
413,6882,1
413,21824,1
413,56430,1
413,61657,1
413,88436,1
413,110045,1
413,132576,1
413,144027,1
413,174302,1
413,192073,1
428,59474,1
428,72425,1
428,138391,1
432,2968,1
432,20351,1
432,36668,1
432,45120,1
432,60549,1
432,62786,1
432,86762,1
432,88769,1
432,104911,1
432,120722,1
432,126357,1
432,142574,1
432,151364,1
432,171351,1
432,184657,1
432,199877,1
443,16227,1
443,40253,1
443,72563,1
443,83824,1
443,119222,1
443,148703,1
443,159725,1
443,180900,1
451,10616,1
451,16715,1
451,30658,1
451,48612,1
451,68139,1
451,72444,1
451,91697,1
451,106793,1
451,125943,1
451,136387,1
451,149009,1
451,170675,1
451,174148,1
451,197364,1
462,16814,1
462,33149,1
462,51541,1
462,60326,1
462,80546,1
462,119007,1
462,132946,1
462,149102,1
462,172883,1
462,193943,1
471,36397,1
471,75359,1
471,98191,1
471,137879,1
471,165772,1
480,2418,1
480,20223,1
480,35317,1
480,37872,1
480,55978,1
480,72142,1
480,77767,1
480,89454,1
480,112276,1
480,117254,1
480,128625,1
480,141981,1
480,157938,1
480,162782,1
480,185529,1
480,191909,1
493,6875,1
493,33164,1
493,60828,1
493,76943,1
493,110576,1
493,138337,1
493,161784,1
493,184193,1
502,11997,1
502,25727,1
502,28162,1
502,53313,1
502,66389,1
502,74410,1
502,83514,1
502,95911,1
502,110383,1
502,122495,1
502,140812,1
502,152066,1
502,169355,1
502,175857,1
502,189346,1
511,4193,1
511,16010,1
511,29910,1
511,36386,1
511,47143,1
511,58188,1
511,68431,1
511,70555,1
511,87025,1
511,90185,1
511,107681,1
511,113635,1
511,125379,1
511,134574,1
511,149179,1
511,158712,1
511,168998,1
511,178973,1
511,188698,1
511,195360,1
520,46676,1
520,148188,1
530,24852,1
530,151837,1
549,9255,1
549,45799,1
549,66218,1
549,96306,1
549,105844,1
549,145126,1
549,152037,1
549,178133,1
551,39858,1
551,61025,1
551,84048,1
551,159029,1
551,182178,1
568,22075,1
568,64976,1
568,69728,1
568,132991,1
568,147164,1
568,187475,1
577,3605,1
577,20614,1
577,34868,1
577,43214,1
577,67153,1
577,78775,1
577,90894,1
577,105616,1
577,128197,1
577,135620,1
577,147615,1
577,159661,1
577,185423,1
577,197726,1
588,5349,1
588,38163,1
588,44617,1
588,83087,1
588,100261,1
588,117332,1
588,134998,1
588,158153,1
588,197029,1
594,17515,1
594,34351,1
594,49668,1
594,70948,1
594,97485,1
594,114298,1
594,129634,1
594,145144,1
594,163491,1
594,194633,1
607,27665,1
607,57134,1
607,84014,1
607,88323,1
607,123196,1
607,153540,1
607,189000,1
617,6272,1
617,19919,1
617,52742,1
617,56635,1
617,79644,1
617,99768,1
617,126007,1
617,133098,1
617,155399,1
617,166372,1
617,193202,1
623,7525,1
623,15440,1
623,28049,1
623,46279,1
623,49837,1
623,69999,1
623,78261,1
623,92316,1
623,95647,1
623,114115,1
623,118499,1
623,134485,1
623,148362,1
623,154534,1
623,173772,1
623,178877,1
623,195747,1
639,8213,1
639,26629,1
639,44514,1
639,55398,1
639,78231,1
639,93267,1
639,104847,1
639,123976,1
639,140171,1
639,154264,1
639,174489,1
639,186387,1
643,6060,1
643,19316,1
643,38896,1
643,50359,1
643,60643,1
643,76790,1
643,89212,1
643,113489,1
643,117490,1
643,134651,1
643,145626,1
643,159234,1
643,173771,1
643,199525,1
658,5258,1
658,21157,1
658,38868,1
658,49108,1
658,57463,1
658,79568,1
658,89829,1
658,104380,1
658,126468,1
658,141977,1
658,148423,1
658,164509,1
658,182148,1
658,185954,1
661,18643,1
661,74300,1
661,84957,1
661,148472,1
661,177724,1
670,13455,1
670,44028,1
670,58879,1
670,98962,1
670,120519,1
670,128884,1
670,163055,1
670,189714,1
689,91807,1
689,192425,1
699,10953,1
699,34614,1
699,65138,1
699,98444,1
699,141671,1
699,147783,1
699,192814,1
709,6256,1
709,80125,1
709,199975,1
714,21499,1
714,26604,1
714,62757,1
714,76458,1
714,118902,1
714,130281,1
714,171475,1
714,181523,1
725,12337,1
725,23400,1
725,51847,1
725,70366,1
725,106993,1
725,112530,1
725,134867,1
725,169745,1
725,198741,1
739,2965,1
739,25963,1
739,39645,1
739,44752,1
739,59596,1
739,77114,1
739,96350,1
739,114266,1
739,118104,1
739,141497,1
739,152748,1
739,158819,1
739,177220,1
739,189829,1
744,11451,1
744,16858,1
744,41908,1
744,63090,1
744,68758,1
744,95974,1
744,108003,1
744,129627,1
744,139771,1
744,151518,1
744,172271,1
744,186524,1
751,3522,1
751,12104,1
751,24558,1
751,37648,1
751,48401,1
751,54499,1
751,68501,1
751,78415,1
751,89400,1
751,101411,1
751,111355,1
751,118495,1
751,126750,1
751,142623,1
751,149973,1
751,167861,1
751,170527,1
751,182115,1
751,197469,1
763,4615,1
763,32385,1
763,48580,1
763,55896,1
763,74033,1
763,89365,1
763,107424,1
763,131626,1
763,146246,1
763,150341,1
763,172007,1
763,188947,1
778,10637,1
778,55933,1
778,129981,1
778,182199,1
785,7284,1
785,11944,1
785,26484,1
785,42440,1
785,53719,1
785,55829,1
785,70801,1
785,86174,1
785,99872,1
785,101125,1
785,119009,1
785,130147,1
785,135596,1
785,151156,1
785,162512,1
785,171866,1
785,181564,1
785,195359,1
799,1440,1
799,31923,1
799,43472,1
799,78894,1
799,91600,1
799,119965,1
799,122584,1
799,148430,1
799,173170,1
799,180995,1
801,3726,1
801,13624,1
801,23067,1
801,40257,1
801,46373,1
801,55584,1
801,71368,1
801,87866,1
801,91833,1
801,110052,1
801,111349,1
801,132268,1
801,137676,1
801,148306,1
801,156579,1
801,174695,1
801,181110,1
801,194070,1
814,36185,1
825,4546,1
825,22881,1
825,29654,1
825,55573,1
825,58493,1
825,82756,1
825,97604,1
825,113559,1
825,118034,1
825,135005,1
825,156880,1
825,171007,1
825,183287,1
825,196809,1
832,1709,1
832,40208,1
832,79982,1
832,110506,1
832,118485,1
832,167769,1
832,197521,1
849,68726,1
849,162057,1
859,43434,1
859,88991,1
859,122537,1
859,152490,1
866,2426,1
866,16890,1
866,24368,1
866,35394,1
866,55339,1
866,58455,1
866,73292,1
866,85957,1
866,96249,1
866,103207,1
866,111441,1
866,124110,1
866,133750,1
866,155261,1
866,165068,1
866,168950,1
866,186813,1
866,192253,1
879,8808,1
879,11495,1
879,24626,1
879,34745,1
879,47685,1
879,52587,1
879,62489,1
879,78834,1
879,86827,1
879,93268,1
879,100817,1
879,119480,1
879,123266,1
879,136327,1
879,146179,1
879,154820,1
879,166389,1
879,175012,1
879,189631,1
879,193373,1
883,14301,1
883,82564,1
883,130546,1
883,174382,1
890,11099,1
890,27580,1
890,42432,1
890,52103,1
890,62607,1
890,77877,1
890,105623,1
890,111177,1
890,136598,1
890,150361,1
890,154344,1
890,178691,1
890,199060,1
902,11555,1
902,20030,1
902,33264,1
902,37267,1
902,57451,1
902,61799,1
902,76063,1
902,89021,1
902,97915,1
902,116746,1
902,119066,1
902,130055,1
902,145086,1
902,163885,1
902,170226,1
902,179173,1
902,195795,1
911,4227,1
911,39469,1
911,78992,1
911,113960,1
911,139997,1
911,190695,1
921,29175,1
921,62149,1
921,96508,1
921,150785,1
921,195162,1
939,9900,1
939,20376,1
939,56493,1
939,78014,1
939,88754,1
939,111074,1
939,122020,1
939,142361,1
939,178036,1
939,184017,1
945,432,1
945,103177,1
952,6102,1
952,22818,1
952,33664,1
952,51110,1
952,68236,1
952,75472,1
952,89574,1
952,102601,1
952,118226,1
952,135827,1
952,152194,1
952,161483,1
952,185318,1
952,193083,1
962,2775,1
962,18759,1
962,24838,1
962,33879,1
962,46139,1
962,55877,1
962,77478,1
962,80919,1
962,98549,1
962,107580,1
962,112884,1
962,125723,1
962,141616,1
962,155345,1
962,159744,1
962,173364,1
962,188599,1
962,198630,1
974,6538,1
974,25441,1
974,45269,1
974,69795,1
974,93114,1
974,116865,1
974,134570,1
974,152859,1
974,177238,1
974,189356,1
982,2529,1
982,26438,1
982,60998,1
982,82815,1
982,97225,1
982,132440,1
982,145857,1
982,161395,1
982,191365,1
996,19489,1
996,20312,1
996,44906,1
996,69586,1
996,93543,1
996,108465,1
996,120320,1
996,151513,1
996,165332,1
996,190036,1
1001,5190,1
1001,14771,1
1001,27287,1
1001,53002,1
1001,62460,1
1001,76785,1
1001,90576,1
1001,96083,1
1001,118367,1
1001,131835,1
1001,135240,1
1001,154515,1
1001,169039,1
1001,173422,1
1001,187092,1
1018,4093,1
1018,14887,1
1018,20115,1
1018,30787,1
1018,46329,1
1018,51058,1
1018,68379,1
1018,74737,1
1018,84490,1
1018,99802,1
1018,108566,1
1018,117901,1
1018,122123,1
1018,134338,1
1018,145591,1
1018,153485,1
1018,161552,1
1018,172522,1
1018,185418,1
1018,194312,1
1024,2150,1
1024,11904,1
1024,25401,1
1024,36145,1
1024,52843,1
1024,70102,1
1024,77350,1
1024,90497,1
1024,96436,1
1024,115427,1
1024,122260,1
1024,131717,1
1024,152422,1
1024,162936,1
1024,173796,1
1024,183481,1
1024,199784,1
1032,9242,1
1032,19915,1
1032,26658,1
1032,45416,1
1032,51082,1
1032,59273,1
1032,75124,1
1032,93079,1
1032,105169,1
1032,107391,1
1032,122005,1
1032,140579,1
1032,144878,1
1032,159837,1
1032,169713,1
1032,181936,1
1032,197450,1
1049,8528,1
1049,19831,1
1049,26853,1
1049,34162,1
1049,45916,1
1049,62317,1
1049,76019,1
1049,83148,1
1049,96234,1
1049,106318,1
1049,117420,1
1049,124648,1
1049,138201,1
1049,149827,1
1049,162360,1
1049,173546,1
1049,187495,1
1049,188932,1
1057,8310,1
1057,25396,1
1057,34833,1
1057,55708,1
1057,71221,1
1057,83570,1
1057,89134,1
1057,104145,1
1057,116443,1
1057,129105,1
1057,148625,1
1057,166875,1
1057,179538,1
1057,198055,1
1065,11491,1
1065,148986,1
1072,18603,1
1072,59381,1
1072,118437,1
1072,143869,1
1072,179138,1
1080,30502,1
1080,168457,1
1099,8426,1
1099,24186,1
1099,27829,1
1099,42584,1
1099,61142,1
1099,70338,1
1099,77279,1
1099,90777,1
1099,101851,1
1099,115098,1
1099,126243,1
1099,149097,1
1099,159635,1
1099,169199,1
1099,184716,1
1099,194344,1
1107,173,1
1107,11254,1
1107,23265,1
1107,37485,1
1107,48861,1
1107,57092,1
1107,66624,1
1107,78494,1
1107,91209,1
1107,98482,1
1107,112774,1
1107,126006,1
1107,128899,1
1107,146248,1
1107,156624,1
1107,166845,1
1107,175227,1
1107,188962,1
1107,199358,1
1115,5903,1
1115,16163,1
1115,26206,1
1115,40635,1
1115,47335,1
1115,60346,1
1115,80944,1
1115,83783,1
1115,103107,1
1115,109880,1
1115,123084,1
1115,131171,1
1115,151062,1
1115,160929,1
1115,167826,1
1115,186282,1
1115,188862,1
1129,58152,1
1129,153796,1
1132,8593,1
1132,33949,1
1132,40483,1
1132,70923,1
1132,85062,1
1132,103522,1
1132,118257,1
1132,142215,1
1132,152996,1
1132,174671,1
1132,187843,1
1147,18553,1
1147,57867,1
1147,115691,1
1147,175237,1
1152,7180,1
1152,15758,1
1152,24356,1
1152,37875,1
1152,43973,1
1152,58801,1
1152,61699,1
1152,72263,1
1152,83398,1
1152,93880,1
1152,103948,1
1152,116593,1
1152,120372,1
1152,139876,1
1152,140901,1
1152,154340,1
1152,164318,1
1152,170760,1
1152,187395,1
1152,193531,1
1161,5810,1
1161,19269,1
1161,24045,1
1161,44191,1
1161,53589,1
1161,64802,1
1161,73525,1
1161,86971,1
1161,99170,1
1161,111862,1
1161,122022,1
1161,138357,1
1161,150350,1
1161,157122,1
1161,166651,1
1161,181228,1
1161,195123,1
1178,13903,1
1178,33001,1
1178,54896,1
1178,97489,1
1178,104398,1
1178,130819,1
1178,154656,1
1178,187132,1
1182,6720,1
1182,11725,1
1182,26378,1
1182,38573,1
1182,48334,1
1182,50564,1
1182,62553,1
1182,77286,1
1182,83366,1
1182,99552,1
1182,101900,1
1182,114124,1
1182,128204,1
1182,136724,1
1182,144494,1
1182,153113,1
1182,163246,1
1182,174020,1
1182,183952,1
1182,196750,1
1192,8553,1
1192,34159,1
1192,53801,1
1192,79663,1
1192,98450,1
1192,132636,1
1192,144732,1
1192,163958,1
1192,190772,1
1204,531,1
1204,48125,1
1204,74002,1
